Issue type,Severity,Component,Behavior,Issue description,Affected page,Guideline(s),HTML snippet,CSS selector,Needs review,Best practice,How to fix this issue,Issue link,Timestamp,Issue status
button-name,critical,button#inline-flex.items-center.justify-center.whitespace-nowrap.text-sm.font-medium.disabled:pointer-events-none.disabled:opacity-50.[&amp;_svg]:pointer-events-none.[&amp;_svg:not([class*=,,Ensure buttons have discernible text,https://ecommercebs.vercel.app/,SC 4.1.2,"<button data-slot=""button"" class=""inline-flex items-center justify-center whitespace-nowrap text-sm font-medium disabled:pointer-events-none disabled:opacity-50 [&amp;_svg]:pointer-events-none [&amp;_svg:not([class*='size-'])]:size-4 shrink-0 [&amp;_svg]:shrink-0 outline-none focus-visible:border-ring focus-visible:ring-ring/50 focus-visible:ring-[3px] aria-invalid:ring-destructive/20 dark:aria-invalid:ring-destructive/40 aria-invalid:border-destructive dark:hover:bg-accent/50 h-8 gap-1.5 has-[>",.p-3.h-8.text-\[\#EEEEEE\]\/70:nth-child(3),False,False,"Fix any of the following:
  Element does not have inner text that is visible to screen readers
  aria-label attribute does not exist or is empty
  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty
  Element has no title attribute
  Element does not have an implicit (wrapped) <label>
  Element does not have an explicit <label>
  Element's default semantics were not overridden with role=""none"" or role=""presentation""",https://accessibility.browserstack.com/site-scanner/projects/ecommercebs.vercel.app-20/builds?thBuildId=mo28cckn80xi1zhiq8rxyp3fuj2bmrhdvledg7tu&recurring=true&tunnel_vision=false&id=ecommercebs.vercel.app-20&tab=ALLISSUES&activeViolationId=21235&activeComponentId=button%23inline-flex.items-center.justify-center.whitespace-nowrap.text-sm.font-medium.disabled%3Apointer-events-none.disabled%3Aopacity-50.%5B%26amp%3B_svg%5D%3Apointer-events-none.%5B%26amp%3B_svg%3Anot%28%5Bclass%2A%3D&activeBehaviorValue=&activeIssueId=799562098,2026-02-21 09:26:02 UTC,visible
button-name,critical,button#inline-flex.items-center.justify-center.whitespace-nowrap.text-sm.font-medium.disabled:pointer-events-none.disabled:opacity-50.[&amp;_svg]:pointer-events-none.[&amp;_svg:not([class*=,,Ensure buttons have discernible text,https://ecommercebs.vercel.app/,SC 4.1.2,"<button data-slot=""button"" class=""inline-flex items-center justify-center whitespace-nowrap text-sm font-medium disabled:pointer-events-none disabled:opacity-50 [&amp;_svg]:pointer-events-none [&amp;_svg:not([class*='size-'])]:size-4 shrink-0 [&amp;_svg]:shrink-0 outline-none focus-visible:border-ring focus-visible:ring-ring/50 focus-visible:ring-[3px] aria-invalid:ring-destructive/20 dark:aria-invalid:ring-destructive/40 aria-invalid:border-destructive dark:hover:bg-accent/50 gap-1.5 has-[>",.bg-white\/90.right-6.top-1\/2,False,False,"Fix any of the following:
  Element does not have inner text that is visible to screen readers
  aria-label attribute does not exist or is empty
  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty
  Element has no title attribute
  Element does not have an implicit (wrapped) <label>
  Element does not have an explicit <label>
  Element's default semantics were not overridden with role=""none"" or role=""presentation""",https://accessibility.browserstack.com/site-scanner/projects/ecommercebs.vercel.app-20/builds?thBuildId=mo28cckn80xi1zhiq8rxyp3fuj2bmrhdvledg7tu&recurring=true&tunnel_vision=false&id=ecommercebs.vercel.app-20&tab=ALLISSUES&activeViolationId=21235&activeComponentId=button%23inline-flex.items-center.justify-center.whitespace-nowrap.text-sm.font-medium.disabled%3Apointer-events-none.disabled%3Aopacity-50.%5B%26amp%3B_svg%5D%3Apointer-events-none.%5B%26amp%3B_svg%3Anot%28%5Bclass%2A%3D&activeBehaviorValue=&activeIssueId=799562099,2026-02-21 09:26:02 UTC,visible
button-name,critical,button#inline-flex.items-center.justify-center.whitespace-nowrap.font-medium.transition-all.disabled:pointer-events-none.disabled:opacity-50.[&amp;_svg]:pointer-events-none.[&amp;_svg:not([class*=,,Ensure buttons have discernible text,https://ecommercebs.vercel.app/,SC 4.1.2,"<button data-slot=""button"" class=""inline-flex items-center justify-center whitespace-nowrap font-medium transition-all disabled:pointer-events-none disabled:opacity-50 [&amp;_svg]:pointer-events-none [&amp;_svg:not([class*='size-'])]:size-4 shrink-0 [&amp;_svg]:shrink-0 outline-none focus-visible:border-ring focus-visible:ring-ring/50 focus-visible:ring-[3px] aria-invalid:ring-destructive/20 dark:aria-invalid:ring-destructive/40 aria-invalid:border-destructive dark:hover:bg-accent/50 gap-1.5 has-[>",".text-card-foreground.hover\:modern-shadow-xl.duration-500:nth-child(4) > .\[\&\:last-child\]\:pb-6.p-0[data-slot=""card-content""] > .overflow-hidden.relative > .right-3.opacity-0.group-hover\:opacity-100 > .bg-white\/95.w-8.hover\:bg-white",False,False,"Fix any of the following:
  Element does not have inner text that is visible to screen readers
  aria-label attribute does not exist or is empty
  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty
  Element has no title attribute
  Element does not have an implicit (wrapped) <label>
  Element does not have an explicit <label>
  Element's default semantics were not overridden with role=""none"" or role=""presentation""",https://accessibility.browserstack.com/site-scanner/projects/ecommercebs.vercel.app-20/builds?thBuildId=mo28cckn80xi1zhiq8rxyp3fuj2bmrhdvledg7tu&recurring=true&tunnel_vision=false&id=ecommercebs.vercel.app-20&tab=ALLISSUES&activeViolationId=21235&activeComponentId=button%23inline-flex.items-center.justify-center.whitespace-nowrap.font-medium.transition-all.disabled%3Apointer-events-none.disabled%3Aopacity-50.%5B%26amp%3B_svg%5D%3Apointer-events-none.%5B%26amp%3B_svg%3Anot%28%5Bclass%2A%3D&activeBehaviorValue=&activeIssueId=799562100,2026-02-21 09:26:02 UTC,visible
button-name,critical,button#inline-flex.items-center.justify-center.whitespace-nowrap.text-sm.font-medium.transition-all.disabled:pointer-events-none.disabled:opacity-50.[&amp;_svg]:pointer-events-none.[&amp;_svg:not([class*=,,Ensure buttons have discernible text,https://ecommercebs.vercel.app/,SC 4.1.2,"<button data-slot=""button"" class=""inline-flex items-center justify-center whitespace-nowrap text-sm font-medium transition-all disabled:pointer-events-none disabled:opacity-50 [&amp;_svg]:pointer-events-none [&amp;_svg:not([class*='size-'])]:size-4 shrink-0 [&amp;_svg]:shrink-0 outline-none focus-visible:border-ring focus-visible:ring-ring/50 focus-visible:ring-[3px] aria-invalid:ring-destructive/20 dark:aria-invalid:ring-destructive/40 aria-invalid:border-destructive dark:hover:bg-accent/50 gap-1.5 has-[>",.rounded-3xl.group.cursor-pointer:nth-child(2) > .h-full.relative > .top-6.right-6.opacity-0 > .bg-white\/90.hover\:bg-white.w-12,False,False,"Fix any of the following:
  Element does not have inner text that is visible to screen readers
  aria-label attribute does not exist or is empty
  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty
  Element has no title attribute
  Element does not have an implicit (wrapped) <label>
  Element does not have an explicit <label>
  Element's default semantics were not overridden with role=""none"" or role=""presentation""",https://accessibility.browserstack.com/site-scanner/projects/ecommercebs.vercel.app-20/builds?thBuildId=mo28cckn80xi1zhiq8rxyp3fuj2bmrhdvledg7tu&recurring=true&tunnel_vision=false&id=ecommercebs.vercel.app-20&tab=ALLISSUES&activeViolationId=21235&activeComponentId=button%23inline-flex.items-center.justify-center.whitespace-nowrap.text-sm.font-medium.transition-all.disabled%3Apointer-events-none.disabled%3Aopacity-50.%5B%26amp%3B_svg%5D%3Apointer-events-none.%5B%26amp%3B_svg%3Anot%28%5Bclass%2A%3D&activeBehaviorValue=&activeIssueId=799562101,2026-02-21 09:26:02 UTC,visible
button-name,critical,button#inline-flex.items-center.justify-center.whitespace-nowrap.font-medium.transition-all.disabled:pointer-events-none.disabled:opacity-50.[&amp;_svg]:pointer-events-none.[&amp;_svg:not([class*=,,Ensure buttons have discernible text,https://ecommercebs.vercel.app/,SC 4.1.2,"<button data-slot=""button"" class=""inline-flex items-center justify-center whitespace-nowrap font-medium transition-all disabled:pointer-events-none disabled:opacity-50 [&amp;_svg]:pointer-events-none [&amp;_svg:not([class*='size-'])]:size-4 shrink-0 [&amp;_svg]:shrink-0 outline-none focus-visible:border-ring focus-visible:ring-ring/50 focus-visible:ring-[3px] aria-invalid:ring-destructive/20 dark:aria-invalid:ring-destructive/40 aria-invalid:border-destructive dark:hover:bg-accent/50 gap-1.5 has-[>",".text-card-foreground.hover\:modern-shadow-xl.duration-500:nth-child(1) > .\[\&\:last-child\]\:pb-6.p-0[data-slot=""card-content""] > .overflow-hidden.relative > .right-3.opacity-0.group-hover\:opacity-100 > .bg-white\/95.w-8.hover\:bg-white",False,False,"Fix any of the following:
  Element does not have inner text that is visible to screen readers
  aria-label attribute does not exist or is empty
  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty
  Element has no title attribute
  Element does not have an implicit (wrapped) <label>
  Element does not have an explicit <label>
  Element's default semantics were not overridden with role=""none"" or role=""presentation""",https://accessibility.browserstack.com/site-scanner/projects/ecommercebs.vercel.app-20/builds?thBuildId=mo28cckn80xi1zhiq8rxyp3fuj2bmrhdvledg7tu&recurring=true&tunnel_vision=false&id=ecommercebs.vercel.app-20&tab=ALLISSUES&activeViolationId=21235&activeComponentId=button%23inline-flex.items-center.justify-center.whitespace-nowrap.font-medium.transition-all.disabled%3Apointer-events-none.disabled%3Aopacity-50.%5B%26amp%3B_svg%5D%3Apointer-events-none.%5B%26amp%3B_svg%3Anot%28%5Bclass%2A%3D&activeBehaviorValue=&activeIssueId=799562102,2026-02-21 09:26:02 UTC,visible
button-name,critical,button#inline-flex.items-center.justify-center.whitespace-nowrap.text-sm.font-medium.disabled:pointer-events-none.disabled:opacity-50.[&amp;_svg]:pointer-events-none.[&amp;_svg:not([class*=,,Ensure buttons have discernible text,https://ecommercebs.vercel.app/,SC 4.1.2,"<button data-slot=""button"" class=""inline-flex items-center justify-center whitespace-nowrap text-sm font-medium disabled:pointer-events-none disabled:opacity-50 [&amp;_svg]:pointer-events-none [&amp;_svg:not([class*='size-'])]:size-4 shrink-0 [&amp;_svg]:shrink-0 outline-none focus-visible:border-ring focus-visible:ring-ring/50 focus-visible:ring-[3px] aria-invalid:ring-destructive/20 dark:aria-invalid:ring-destructive/40 aria-invalid:border-destructive dark:hover:bg-accent/50 gap-1.5 has-[>",.bg-white\/90.left-6.top-1\/2,False,False,"Fix any of the following:
  Element does not have inner text that is visible to screen readers
  aria-label attribute does not exist or is empty
  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty
  Element has no title attribute
  Element does not have an implicit (wrapped) <label>
  Element does not have an explicit <label>
  Element's default semantics were not overridden with role=""none"" or role=""presentation""",https://accessibility.browserstack.com/site-scanner/projects/ecommercebs.vercel.app-20/builds?thBuildId=mo28cckn80xi1zhiq8rxyp3fuj2bmrhdvledg7tu&recurring=true&tunnel_vision=false&id=ecommercebs.vercel.app-20&tab=ALLISSUES&activeViolationId=21235&activeComponentId=button%23inline-flex.items-center.justify-center.whitespace-nowrap.text-sm.font-medium.disabled%3Apointer-events-none.disabled%3Aopacity-50.%5B%26amp%3B_svg%5D%3Apointer-events-none.%5B%26amp%3B_svg%3Anot%28%5Bclass%2A%3D&activeBehaviorValue=&activeIssueId=799562103,2026-02-21 09:26:02 UTC,visible
button-name,critical,button#inline-flex.items-center.justify-center.whitespace-nowrap.text-sm.font-medium.disabled:pointer-events-none.disabled:opacity-50.[&amp;_svg]:pointer-events-none.[&amp;_svg:not([class*=,,Ensure buttons have discernible text,https://ecommercebs.vercel.app/,SC 4.1.2,"<button data-slot=""button"" class=""inline-flex items-center justify-center whitespace-nowrap text-sm font-medium disabled:pointer-events-none disabled:opacity-50 [&amp;_svg]:pointer-events-none [&amp;_svg:not([class*='size-'])]:size-4 shrink-0 [&amp;_svg]:shrink-0 outline-none focus-visible:border-ring focus-visible:ring-ring/50 focus-visible:ring-[3px] aria-invalid:ring-destructive/20 dark:aria-invalid:ring-destructive/40 aria-invalid:border-destructive dark:hover:bg-accent/50 h-8 gap-1.5 has-[>",.p-3.h-8.text-\[\#EEEEEE\]\/70:nth-child(4),False,False,"Fix any of the following:
  Element does not have inner text that is visible to screen readers
  aria-label attribute does not exist or is empty
  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty
  Element has no title attribute
  Element does not have an implicit (wrapped) <label>
  Element does not have an explicit <label>
  Element's default semantics were not overridden with role=""none"" or role=""presentation""",https://accessibility.browserstack.com/site-scanner/projects/ecommercebs.vercel.app-20/builds?thBuildId=mo28cckn80xi1zhiq8rxyp3fuj2bmrhdvledg7tu&recurring=true&tunnel_vision=false&id=ecommercebs.vercel.app-20&tab=ALLISSUES&activeViolationId=21235&activeComponentId=button%23inline-flex.items-center.justify-center.whitespace-nowrap.text-sm.font-medium.disabled%3Apointer-events-none.disabled%3Aopacity-50.%5B%26amp%3B_svg%5D%3Apointer-events-none.%5B%26amp%3B_svg%3Anot%28%5Bclass%2A%3D&activeBehaviorValue=&activeIssueId=799562104,2026-02-21 09:26:02 UTC,visible
button-name,critical,button#h-3.rounded-full.transition-all.duration-300.bg-[#393E46].w-3,,Ensure buttons have discernible text,https://ecommercebs.vercel.app/,SC 4.1.2,"<button class=""h-3 rounded-full transition-all duration-300 bg-[#393E46] w-3""></button>",.bg-\[\#393E46\].w-3.h-3:nth-child(1),False,False,"Fix any of the following:
  Element does not have inner text that is visible to screen readers
  aria-label attribute does not exist or is empty
  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty
  Element has no title attribute
  Element does not have an implicit (wrapped) <label>
  Element does not have an explicit <label>
  Element's default semantics were not overridden with role=""none"" or role=""presentation""",https://accessibility.browserstack.com/site-scanner/projects/ecommercebs.vercel.app-20/builds?thBuildId=mo28cckn80xi1zhiq8rxyp3fuj2bmrhdvledg7tu&recurring=true&tunnel_vision=false&id=ecommercebs.vercel.app-20&tab=ALLISSUES&activeViolationId=21235&activeComponentId=button%23h-3.rounded-full.transition-all.duration-300.bg-%5B%23393E46%5D.w-3&activeBehaviorValue=&activeIssueId=799562105,2026-02-21 09:26:02 UTC,visible
color-contrast,serious,p#text-[#00ADB5].font-medium.tracking-wide.uppercase.text-sm.mb-4,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds,https://ecommercebs.vercel.app/,SC 1.4.3,"<p class=""text-[#00ADB5] font-medium tracking-wide uppercase text-sm mb-4"">Curated Selection</p>",.mb-4.tracking-wide.uppercase,False,False,"Fix any of the following:
  Element has insufficient color contrast of 2.74 (foreground color: #00adb5, background color: #ffffff, font size: 10.5pt (14px), font weight: normal). Expected contrast ratio of 4.5:1",https://accessibility.browserstack.com/site-scanner/projects/ecommercebs.vercel.app-20/builds?thBuildId=mo28cckn80xi1zhiq8rxyp3fuj2bmrhdvledg7tu&recurring=true&tunnel_vision=false&id=ecommercebs.vercel.app-20&tab=ALLISSUES&activeViolationId=21238&activeComponentId=p%23text-%5B%2300ADB5%5D.font-medium.tracking-wide.uppercase.text-sm.mb-4&activeBehaviorValue=&activeIssueId=799562106,2026-02-21 09:26:02 UTC,visible
color-contrast,serious,span,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds,https://ecommercebs.vercel.app/,SC 1.4.3,"<span data-slot=""badge"" class=""inline-flex items-center justify-center border w-fit whitespace-nowrap shrink-0 [&amp;>",.top-6.left-6.flex-col > .\[a\&\]\:hover\:bg-primary\/90.hover\:bg-\[\#00ADB5\]\/90.w-fit,False,False,"Fix any of the following:
  Element has insufficient color contrast of 2.74 (foreground color: #ffffff, background color: #00adb5, font size: 10.5pt (14px), font weight: normal). Expected contrast ratio of 4.5:1",https://accessibility.browserstack.com/site-scanner/projects/ecommercebs.vercel.app-20/builds?thBuildId=mo28cckn80xi1zhiq8rxyp3fuj2bmrhdvledg7tu&recurring=true&tunnel_vision=false&id=ecommercebs.vercel.app-20&tab=ALLISSUES&activeViolationId=21238&activeComponentId=span%23&activeBehaviorValue=&activeIssueId=799562107,2026-02-21 09:26:02 UTC,visible
color-contrast,serious,button#inline-flex.items-center.justify-center.gap-2.whitespace-nowrap.text-sm.disabled:pointer-events-none.[&amp;_svg]:pointer-events-none.[&amp;_svg:not([class*=,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds,https://ecommercebs.vercel.app/,SC 1.4.3,"<button data-slot=""button"" class=""inline-flex items-center justify-center gap-2 whitespace-nowrap text-sm disabled:pointer-events-none [&amp;_svg]:pointer-events-none [&amp;_svg:not([class*='size-'])]:size-4 shrink-0 [&amp;_svg]:shrink-0 outline-none focus-visible:border-ring focus-visible:ring-ring/50 focus-visible:ring-[3px] aria-invalid:ring-destructive/20 dark:aria-invalid:ring-destructive/40 aria-invalid:border-destructive h-9 has-[>",.px-8,False,False,"Fix any of the following:
  Element has insufficient color contrast of 2.74 (foreground color: #ffffff, background color: #00adb5, font size: 10.5pt (14px), font weight: normal). Expected contrast ratio of 4.5:1",https://accessibility.browserstack.com/site-scanner/projects/ecommercebs.vercel.app-20/builds?thBuildId=mo28cckn80xi1zhiq8rxyp3fuj2bmrhdvledg7tu&recurring=true&tunnel_vision=false&id=ecommercebs.vercel.app-20&tab=ALLISSUES&activeViolationId=21238&activeComponentId=button%23inline-flex.items-center.justify-center.gap-2.whitespace-nowrap.text-sm.disabled%3Apointer-events-none.%5B%26amp%3B_svg%5D%3Apointer-events-none.%5B%26amp%3B_svg%3Anot%28%5Bclass%2A%3D&activeBehaviorValue=&activeIssueId=799562108,2026-02-21 09:26:02 UTC,visible
color-contrast,serious,span,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds,https://ecommercebs.vercel.app/,SC 1.4.3,"<span data-slot=""badge"" class=""inline-flex items-center justify-center border w-fit whitespace-nowrap shrink-0 [&amp;>",".text-card-foreground.hover\:modern-shadow-xl.duration-500:nth-child(1) > .\[\&\:last-child\]\:pb-6.p-0[data-slot=""card-content""] > .overflow-hidden.relative > .left-3.top-3.gap-1 > .\[a\&\]\:hover\:bg-primary\/90.px-2.py-1",False,False,"Fix any of the following:
  Element has insufficient color contrast of 2.74 (foreground color: #ffffff, background color: #00adb5, font size: 9.0pt (12px), font weight: normal). Expected contrast ratio of 4.5:1",https://accessibility.browserstack.com/site-scanner/projects/ecommercebs.vercel.app-20/builds?thBuildId=mo28cckn80xi1zhiq8rxyp3fuj2bmrhdvledg7tu&recurring=true&tunnel_vision=false&id=ecommercebs.vercel.app-20&tab=ALLISSUES&activeViolationId=21238&activeComponentId=span%23&activeBehaviorValue=&activeIssueId=799562109,2026-02-21 09:26:02 UTC,visible
color-contrast,serious,p#text-[#00ADB5].font-medium.tracking-wide.uppercase.text-sm,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds,https://ecommercebs.vercel.app/,SC 1.4.3,"<p class=""text-[#00ADB5] font-medium tracking-wide uppercase text-sm"">Less is more</p>",.translate-x-0 > .h-full.relative > .container.h-full.mx-auto > .lg\:grid-cols-2.gap-12.grid-cols-1 > .max-w-xl.space-y-8 > .space-y-4 > .tracking-wide.uppercase,False,False,"Fix any of the following:
  Element has insufficient color contrast of 3.91 (foreground color: #00adb5, background color: #393e46, font size: 10.5pt (14px), font weight: normal). Expected contrast ratio of 4.5:1",https://accessibility.browserstack.com/site-scanner/projects/ecommercebs.vercel.app-20/builds?thBuildId=mo28cckn80xi1zhiq8rxyp3fuj2bmrhdvledg7tu&recurring=true&tunnel_vision=false&id=ecommercebs.vercel.app-20&tab=ALLISSUES&activeViolationId=21238&activeComponentId=p%23text-%5B%2300ADB5%5D.font-medium.tracking-wide.uppercase.text-sm&activeBehaviorValue=&activeIssueId=799562110,2026-02-21 09:26:02 UTC,visible
